EventDate,CounterID,ClientIP,SearchEngineID,SearchPhrase,ResolutionWidth,Title,IsRefresh,DontCountHits
2025-05-02,6277,7.1.231.92,2,,3840,Privacy Policy,1,0
2025-06-04,6270,55.225.164.55,2,kubernetes,1536,Blog Post - Tech News,1,0
2025-02-08,1418,218.104.124.54,5,database design,1280,Support Portal,0,0
2025-03-23,7431,54.56.147.84,3,,3840,Shopping Cart,0,0
2025-05-22,7774,144.132.94.163,1,cloud computing,1024,Account Settings,0,0
2024-12-23,3983,48.158.13.23,4,big data,1366,Shopping Cart,0,1
2025-05-31,7091,111.190.146.235,3,project management,1440,Product Details,0,0
2025-09-02,4050,200.255.206.164,3,neural networks,3840,Support Portal,0,0
2025-01-16,9404,117.244.40.111,1,machine learning,1536,Account Settings,0,0
2025-06-02,5705,194.210.174.125,4,artificial intelligence,2560,News and Updates,0,0
2025-03-20,1414,156.132.163.25,1,web development,2560,Shopping Cart,0,0
2025-10-06,1742,193.215.196.65,5,api development,3840,Press Releases,0,0
2025-08-08,7319,145.26.42.151,0,pandas dataframe,768,Search Results,0,0
2025-05-03,8503,29.67.111.214,4,data visualization,1536,Account Settings,1,0
2025-02-13,9373,113.39.165.78,5,big data,1920,Checkout Page,0,0
2025-11-20,9366,81.218.231.68,4,,768,Documentation,0,0
2025-03-10,5280,230.131.56.15,0,numpy arrays,1024,Help Center,0,0
2025-06-19,2255,60.221.67.32,5,computer vision,2560,Product Catalog,1,0
2025-06-08,6283,235.42.55.5,0,artificial intelligence,1440,FAQ - Frequently Asked Questions,0,0
2025-04-09,8421,16.187.116.70,2,,1920,Terms of Service,1,0
2024-12-29,6040,75.119.23.98,4,,2560,Careers,0,0
2025-01-02,7105,222.156.28.28,3,data science,3840,Checkout Page,0,0
2025-03-08,3643,195.106.163.52,3,snowflake tutorial,768,Checkout Page,0,0
2025-01-28,2804,72.151.71.222,5,machine learning,3840,Account Settings,0,0
2025-01-21,9576,80.112.74.146,1,data analytics,1440,Account Settings,0,0
2025-01-02,7865,54.157.188.4,4,artificial intelligence,2560,Terms of Service,0,0
2025-11-13,5958,241.247.198.106,1,artificial intelligence,1440,Search Results,0,1
2025-08-19,1012,143.150.203.62,2,devops practices,1440,Community Forum,1,0
2025-05-02,3961,77.81.62.55,3,artificial intelligence,1366,Careers,1,0
2025-07-05,5287,236.171.217.177,3,neural networks,1280,Testimonials,1,0
2025-10-21,6295,122.158.103.35,0,,1366,Testimonials,0,0
2025-08-08,1633,167.162.245.133,1,,1536,Press Releases,0,0
2024-12-09,6685,127.164.180.120,0,neural networks,2560,Terms of Service,0,0
2025-03-07,9326,99.58.199.132,5,agile methodology,1366,Pricing Plans,0,1
2025-07-03,2292,79.22.139.42,3,data warehouse,1280,Terms of Service,1,0
2025-11-11,5616,160.107.187.169,2,project management,1024,Community Forum,0,0
2025-07-23,1511,228.74.141.29,3,natural language processing,2560,Documentation,0,0
2025-06-06,2835,126.132.56.85,1,,1920,Support Portal,0,0
2025-10-01,6127,114.134.194.24,5,api development,1280,News and Updates,1,0
2025-06-14,4647,214.137.119.70,2,deep learning,1920,Contact Information,0,0
2025-05-16,6043,34.117.147.253,0,business intelligence,1024,Tutorial: Getting Started,0,0
2025-03-26,1087,151.0.89.154,4,computer vision,3840,Tutorial: Getting Started,0,0
2025-04-09,9918,180.109.77.185,5,artificial intelligence,2560,FAQ - Frequently Asked Questions,0,1
2025-08-04,9532,173.58.231.72,2,web development,1440,Community Forum,0,1
2025-08-30,7660,12.254.31.115,1,neural networks,1920,Community Forum,0,1
2025-06-06,4360,10.64.78.156,1,artificial intelligence,1440,Blog Post - Tech News,0,0
2025-03-18,6317,103.2.88.88,2,project management,1280,Testimonials,1,0
2025-07-14,5454,46.113.235.110,1,pandas dataframe,1920,Events Calendar,0,0
2025-08-21,8495,26.248.41.92,0,code review,1440,Tutorial: Getting Started,1,0
2025-08-29,3679,145.50.99.112,3,data analytics,1440,Terms of Service,0,0
2025-09-27,4980,250.245.111.152,0,pandas dataframe,768,Testimonials,0,0
2025-11-22,4784,54.19.183.232,2,pandas dataframe,1366,FAQ - Frequently Asked Questions,0,0
2025-07-21,8493,81.45.156.57,3,python tutorial,1536,Events Calendar,0,0
2025-10-23,4173,207.159.45.46,4,data visualization,1366,Search Results,0,1
2025-09-20,3720,188.3.63.5,0,snowflake tutorial,3840,Testimonials,0,0
2025-06-20,4200,25.61.125.128,1,software engineering,1440,News and Updates,1,0
2025-05-31,8093,157.104.116.193,2,sql queries,1440,Order Confirmation,0,0
2025-07-13,2381,248.102.255.213,4,neural networks,3840,Terms of Service,0,0
2025-03-21,3171,154.140.108.129,5,data warehouse,1280,Community Forum,0,1
2024-12-16,4261,226.139.21.248,0,python tutorial,1366,FAQ - Frequently Asked Questions,1,0
2025-01-08,5454,186.142.195.171,4,software engineering,1536,Account Settings,0,1
2025-10-04,4734,21.243.104.150,1,data analytics,1920,Pricing Plans,0,0
2025-03-21,5050,41.20.55.161,1,agile methodology,1280,Home Page,1,0
2025-04-04,6897,84.157.234.191,3,neural networks,1024,Blog Post - Tech News,0,0
2024-12-04,4363,231.155.121.200,3,data science,1536,Checkout Page,0,0
2025-01-09,2941,51.231.239.52,1,,1920,Documentation,0,0
2025-05-14,2570,189.109.211.67,2,data visualization,2560,Shopping Cart,0,1
2025-07-17,9359,110.210.46.51,3,unit testing,1536,Checkout Page,0,1
2024-11-22,1416,166.138.219.218,5,big data,1440,Home Page,0,0
2025-04-26,7912,22.223.185.134,2,microservices,1280,Order Confirmation,0,0
2025-01-23,8692,160.123.127.180,2,project management,1536,About Us,0,0
2025-06-21,2615,58.35.166.46,1,data visualization,3840,Case Studies,1,0
2025-01-18,8590,5.81.151.227,3,pandas dataframe,1024,Home Page,0,0
2025-10-15,2414,172.127.182.87,5,database design,3840,Customer Reviews,0,0
2024-12-19,2212,198.33.179.61,5,code review,1280,Product Details,1,0
2025-06-28,8001,82.245.191.223,4,kubernetes,1280,Pricing Plans,0,0
2025-11-12,7620,127.102.245.137,3,kubernetes,2560,Blog Post - Tech News,0,0
2025-08-22,3159,174.182.63.73,0,computer vision,1024,Account Settings,0,0
2025-07-24,2227,146.27.225.80,4,big data,768,Order Confirmation,0,0
2025-05-05,4454,180.160.10.168,3,docker containers,1024,FAQ - Frequently Asked Questions,1,0
2025-10-19,4840,40.21.14.119,0,natural language processing,1536,Tutorial: Getting Started,0,1
2024-12-02,1692,91.139.140.68,5,devops practices,1920,Privacy Policy,1,0
2025-11-18,1565,243.239.19.29,5,data science,768,Support Portal,0,0
2025-08-03,7121,178.149.203.80,5,project management,1440,Shopping Cart,0,0
2025-06-23,2187,36.82.120.138,5,,1440,Documentation,0,0
2025-06-05,3195,162.74.120.179,3,pandas dataframe,3840,Privacy Policy,0,0
2025-09-21,9963,163.238.38.132,4,machine learning,768,Case Studies,0,0
2024-12-24,3259,75.87.116.255,3,docker containers,1024,Careers,1,0
2025-08-01,2607,142.27.80.200,4,docker containers,1366,Order Confirmation,0,1
2025-08-10,1188,167.83.183.203,0,,1920,Tutorial: Getting Started,0,0
2025-09-04,2167,140.177.245.220,3,deep learning,768,Case Studies,0,0
2025-02-25,1946,31.221.2.89,5,sql queries,2560,FAQ - Frequently Asked Questions,0,0
2025-07-21,7711,10.166.32.224,4,pandas dataframe,1366,Support Portal,0,0
2025-03-05,5587,151.84.134.83,4,sql queries,1920,Testimonials,0,0
2025-11-12,1819,200.172.254.129,0,business intelligence,1440,Terms of Service,0,0
2025-11-15,8837,239.240.54.209,0,natural language processing,2560,Pricing Plans,0,0
2025-07-11,1031,39.207.194.101,1,agile methodology,1920,Customer Reviews,1,0
2025-01-28,4303,207.239.221.226,3,code review,1280,Features Overview,0,0
2025-05-27,6909,28.4.2.223,0,machine learning,1280,Privacy Policy,1,0
2025-03-31,8271,163.190.210.123,1,data analytics,1024,User Dashboard,0,0
2025-09-16,6043,8.42.192.190,5,code review,768,Features Overview,1,0
2024-12-28,3670,119.175.145.128,4,business intelligence,1024,Partners Page,0,0
2025-06-30,7760,246.13.100.74,0,microservices,1920,Product Catalog,0,0
2025-04-28,2987,139.79.254.246,1,code review,1920,Product Details,0,0
2025-06-16,3601,146.59.92.141,0,big data,768,Documentation,0,0
2025-04-07,7322,167.10.107.12,5,computer vision,1280,News and Updates,1,0
2024-12-01,7914,249.186.215.13,5,api development,2560,Shopping Cart,1,0
2025-04-20,6577,45.17.25.84,5,neural networks,1366,Help Center,0,1
2025-06-19,5855,84.112.0.135,1,sql queries,1440,Checkout Page,0,1
2025-09-23,3541,174.8.203.122,4,api development,3840,Product Details,0,0
2025-05-10,4632,119.174.152.252,0,big data,3840,Order Confirmation,0,0
2025-01-18,2512,34.62.40.225,4,code review,1024,Features Overview,0,0
2025-11-05,3242,18.91.130.171,2,devops practices,1920,Documentation,0,1
2025-05-01,9386,14.216.101.108,1,machine learning,768,Events Calendar,1,0
2025-11-06,3721,117.137.172.18,3,computer vision,1280,Pricing Plans,0,0
2025-08-26,5930,194.68.143.88,3,kubernetes,3840,Support Portal,0,1
2024-12-05,3532,4.139.38.7,3,project management,1920,About Us,1,0
2025-05-31,3113,198.249.248.226,2,business intelligence,1366,Features Overview,0,0
2025-02-06,7677,77.18.80.175,1,project management,768,Checkout Page,0,0
2025-06-22,3537,210.22.150.202,3,devops practices,1536,Careers,0,0
2025-01-07,8511,142.51.79.80,3,project management,1024,Tutorial: Getting Started,0,0
2025-02-28,9149,162.168.222.230,4,business intelligence,768,Community Forum,0,1
2025-04-28,4427,83.3.110.60,3,computer vision,1920,Checkout Page,1,0
2025-06-01,9878,119.126.127.47,4,project management,1366,Community Forum,1,0
2025-05-28,2815,76.197.126.62,0,project management,1440,Checkout Page,0,0
2025-02-11,5018,146.122.129.80,0,artificial intelligence,1366,Search Results,1,0
2024-12-25,8203,50.215.17.198,2,natural language processing,1536,User Dashboard,0,1
2025-10-23,8234,196.33.124.15,4,project management,1366,User Dashboard,0,1
2025-11-15,5141,124.84.154.90,1,project management,1024,Support Portal,0,0
2025-05-14,5880,253.197.127.197,2,agile methodology,1024,Product Catalog,0,0
2025-09-06,1972,199.59.88.187,0,neural networks,768,Press Releases,0,0
2025-04-02,7797,254.65.157.15,0,,1280,Account Settings,0,0
2025-02-17,3442,51.26.74.44,0,database design,1920,User Dashboard,0,0
2025-07-04,5172,66.51.85.89,1,data analytics,768,Community Forum,0,0
2025-03-22,4396,65.163.123.102,0,cloud computing,768,Blog Post - Tech News,0,1
2025-04-26,3904,197.119.85.76,5,,768,Home Page,1,0
2025-02-08,2465,233.237.46.130,1,python tutorial,768,Search Results,0,1
2024-12-28,5598,252.230.150.83,2,pandas dataframe,768,FAQ - Frequently Asked Questions,0,0
2025-07-15,4352,66.159.99.36,5,numpy arrays,1280,Help Center,1,0
2025-10-22,2596,178.128.25.101,2,deep learning,768,Product Catalog,0,0
2025-07-18,1080,101.137.85.239,4,web development,2560,Tutorial: Getting Started,0,0
2025-03-29,1374,19.208.189.19,5,big data,1280,FAQ - Frequently Asked Questions,0,0
2025-09-13,6794,85.224.198.36,2,devops practices,1024,Community Forum,0,0
2025-02-11,3139,72.226.237.192,5,database design,1440,Search Results,0,0
2025-01-17,7480,221.61.168.124,3,big data,1920,User Dashboard,1,1
2024-11-28,3512,137.245.128.83,3,numpy arrays,1280,Community Forum,1,0
2025-06-24,7820,161.177.163.74,4,cloud computing,1536,Events Calendar,1,0
2025-06-18,9435,58.88.174.53,1,pandas dataframe,1920,Shopping Cart,0,0
2025-03-25,3044,205.3.70.198,1,project management,768,Community Forum,0,0
2025-11-16,1522,108.181.6.17,2,code review,1280,Privacy Policy,0,0
2025-01-25,2000,134.149.146.165,4,natural language processing,1536,Support Portal,0,1
2025-06-15,6328,1.159.29.237,5,database design,1024,Partners Page,1,0
2025-09-10,8414,108.114.85.161,0,sql queries,1366,Product Details,1,0
2025-03-18,5458,60.118.202.93,5,kubernetes,1536,Customer Reviews,0,0
2025-07-10,7240,132.252.227.30,2,computer vision,1366,Shopping Cart,1,0
2025-02-19,1863,99.245.125.221,5,natural language processing,1280,Account Settings,1,0
2024-11-30,2246,242.6.43.152,1,,2560,News and Updates,0,0
2025-09-28,7550,184.124.135.210,0,numpy arrays,768,Shopping Cart,0,0
2025-05-01,9729,225.47.143.215,0,python tutorial,1440,Help Center,0,0
2025-11-05,1039,129.175.99.254,5,pandas dataframe,1024,Search Results,0,0
2025-01-22,9382,212.133.230.72,0,computer vision,1024,News and Updates,1,1
2025-07-18,6710,227.103.153.173,1,data visualization,1920,Order Confirmation,0,0
2025-07-14,3637,41.61.102.191,4,artificial intelligence,1440,News and Updates,0,0
2025-11-09,4568,166.197.249.127,4,sql queries,3840,News and Updates,0,0
2025-01-03,6633,54.28.161.173,2,data visualization,2560,Features Overview,1,0
2025-02-14,1457,31.45.73.114,2,,1920,Account Settings,1,1
2024-12-28,6639,105.120.134.185,4,data analytics,1536,Careers,0,0
2025-03-13,3596,243.223.215.204,3,pandas dataframe,768,Privacy Policy,1,0
2025-01-14,8072,185.104.141.160,3,business intelligence,1536,Careers,1,1
2025-05-13,8072,66.156.116.230,0,,1920,FAQ - Frequently Asked Questions,0,0
2024-12-04,8836,149.12.209.5,5,snowflake tutorial,2560,Tutorial: Getting Started,0,1
2025-07-28,1903,46.142.61.107,4,computer vision,1440,Terms of Service,0,0
2025-01-27,3566,135.200.52.25,1,python tutorial,1920,Home Page,0,0
2025-05-07,3794,33.121.207.235,5,data visualization,1280,Case Studies,0,0
2024-12-10,1370,195.27.51.83,3,software engineering,2560,Order Confirmation,0,1
2025-04-16,1165,39.144.231.97,5,sql queries,1920,Events Calendar,1,1
2025-05-19,5576,124.233.168.115,1,neural networks,768,Documentation,1,1
2025-05-11,7706,241.28.3.202,0,,1366,Home Page,0,0
2025-06-04,4749,121.31.37.94,2,snowflake tutorial,1440,Contact Information,1,0
2025-03-15,5641,18.137.147.79,3,software engineering,768,Account Settings,0,0
2025-03-18,2654,156.63.36.2,5,data visualization,1536,Partners Page,0,0
2025-01-31,2691,163.215.228.202,3,snowflake tutorial,2560,Pricing Plans,1,0
2025-03-15,8329,150.14.123.29,0,software engineering,2560,Privacy Policy,0,0
2025-07-06,2225,82.190.245.5,2,data visualization,1366,Checkout Page,0,1
2025-07-30,6364,40.174.40.192,0,,1024,Account Settings,0,0
2025-01-09,4240,155.57.143.161,3,natural language processing,1024,Blog Post - Tech News,0,0
2024-12-07,2550,247.30.5.252,2,web development,1366,Customer Reviews,1,0
2025-07-28,1269,37.172.125.235,2,data science,1920,Community Forum,0,0
2025-09-26,1159,134.42.131.25,5,web development,1366,Events Calendar,0,0
2025-02-27,7133,165.21.248.136,3,pandas dataframe,1920,Home Page,0,1
2025-07-25,9712,247.124.96.200,3,,2560,About Us,1,0
2025-10-06,4165,31.72.40.54,0,data analytics,768,Community Forum,0,0
2025-08-30,3810,93.185.252.90,2,business intelligence,1366,Shopping Cart,0,0
2024-12-28,8889,37.112.109.171,5,data warehouse,1280,Pricing Plans,0,0
2025-08-06,1623,84.161.178.71,2,data warehouse,768,Help Center,0,0
2025-04-28,4946,215.193.112.117,4,python tutorial,1440,Documentation,1,0
2025-09-11,9971,140.103.165.133,1,software engineering,1280,Home Page,0,0
2025-05-17,2265,27.126.143.115,2,devops practices,1366,Product Catalog,0,0
2025-02-21,6380,182.1.226.218,0,data analytics,1366,User Dashboard,1,0
2025-02-23,3182,67.60.157.88,2,pandas dataframe,1366,Product Catalog,1,0
2025-03-28,1914,188.238.52.216,3,api development,768,Shopping Cart,0,0
2025-05-01,3097,102.145.38.111,5,,1024,Tutorial: Getting Started,1,0
2025-05-22,1645,201.104.198.114,5,artificial intelligence,768,Account Settings,0,0
2025-09-17,8151,81.238.86.56,1,code review,1920,Case Studies,0,0
2024-12-02,9908,50.220.244.108,2,computer vision,1440,Account Settings,0,1
2025-07-11,7988,118.234.125.226,0,sql queries,3840,Shopping Cart,0,0
2024-12-02,6106,22.69.77.120,4,,768,Careers,0,0
2024-12-03,3812,22.255.67.213,5,python tutorial,3840,Community Forum,0,0
2025-09-03,2682,177.82.54.195,0,kubernetes,1280,Blog Post - Tech News,0,0
2025-06-25,8982,98.146.183.110,1,natural language processing,1024,Support Portal,1,0
2025-06-24,7569,202.124.95.126,3,pandas dataframe,2560,Product Details,1,1
2025-03-06,3580,239.229.192.95,5,python tutorial,1920,Search Results,0,1
2025-07-16,5024,182.10.10.219,0,data science,1366,Tutorial: Getting Started,0,0
2025-11-02,4809,179.116.46.219,1,,3840,Privacy Policy,1,0
2025-04-16,5748,117.65.77.54,4,unit testing,1024,User Dashboard,0,0
2025-11-04,1258,83.113.115.124,3,artificial intelligence,1440,User Dashboard,1,1
2025-04-02,2716,207.16.17.3,5,,768,FAQ - Frequently Asked Questions,0,0
2025-08-15,5940,56.162.248.72,1,code review,1024,Tutorial: Getting Started,0,0
2025-03-30,1572,58.158.163.82,2,database design,1366,FAQ - Frequently Asked Questions,0,0
2025-05-03,1673,2.89.171.7,0,neural networks,1920,Help Center,0,0
2025-02-27,9022,39.35.184.147,3,numpy arrays,1024,Shopping Cart,0,0
2025-09-05,1652,247.23.79.216,1,,768,User Dashboard,0,1
2025-03-12,8728,177.82.49.3,5,kubernetes,1536,Careers,0,0
2025-10-09,2636,211.15.2.109,1,,3840,Account Settings,0,0
2025-08-03,4207,114.28.114.157,4,business intelligence,1024,Account Settings,0,0
2024-12-24,8559,21.109.121.12,0,microservices,1920,Features Overview,0,0
2025-01-28,2676,120.53.32.158,0,web development,1536,Product Catalog,0,0
2025-06-08,1875,251.118.53.28,2,database design,1536,About Us,0,0
2025-01-01,7591,32.130.198.210,0,snowflake tutorial,1280,Partners Page,0,0
2025-02-21,5451,52.222.183.105,0,unit testing,768,Tutorial: Getting Started,1,1
2025-08-11,2321,232.201.177.245,0,deep learning,1920,Checkout Page,0,0
2025-11-02,2492,14.30.40.201,1,project management,768,Product Catalog,0,0
2025-07-02,2393,19.196.196.73,5,data analytics,1280,Privacy Policy,1,0
2025-08-30,8999,78.25.200.98,2,data analytics,1920,Shopping Cart,0,0
2025-03-11,8777,4.168.229.6,0,machine learning,3840,Case Studies,1,0
2025-01-16,8713,103.229.244.189,4,project management,1536,Search Results,0,1
2025-07-08,8223,230.182.214.8,2,python tutorial,3840,Account Settings,1,0
2025-01-03,8818,130.91.92.144,4,big data,1280,Contact Information,0,1
2025-05-25,6935,85.204.57.144,5,project management,2560,Community Forum,1,0
2025-05-29,1893,98.180.113.88,3,data science,3840,Shopping Cart,0,0
2025-05-25,5138,219.181.74.203,5,code review,2560,Customer Reviews,0,0
2025-08-13,6462,147.189.93.93,5,data analytics,1366,Product Details,0,1
2025-10-24,1734,172.73.122.37,5,web development,3840,About Us,0,0
2024-12-23,9884,71.213.6.91,0,machine learning,1366,Features Overview,0,0
2025-08-21,9102,213.222.250.128,1,sql queries,1024,Product Details,0,0
2024-12-14,3155,14.97.81.160,5,data science,768,Help Center,1,0
2025-07-29,3832,88.84.175.212,4,kubernetes,1920,Privacy Policy,0,0
2025-03-31,2408,181.114.12.149,3,database design,1536,Product Catalog,0,1
2025-11-07,5651,197.249.68.154,0,database design,1440,Product Details,0,1
2025-08-27,5385,115.5.240.110,1,natural language processing,1024,Product Details,0,0
2025-06-12,9357,210.9.221.226,3,deep learning,1366,Pricing Plans,0,0
2025-01-27,1239,172.212.164.250,2,,1440,News and Updates,0,0
2025-07-25,3113,69.203.18.183,5,data science,1366,Terms of Service,1,0
2025-11-20,8154,181.16.121.162,4,pandas dataframe,1024,Documentation,0,0
2025-01-11,5970,211.66.157.235,0,web development,1440,Contact Information,0,0
2025-07-12,2464,140.222.149.121,1,,1280,Search Results,0,0
2024-11-26,9896,128.144.93.53,3,microservices,1024,User Dashboard,0,0
2025-01-07,2484,89.210.86.245,3,numpy arrays,1536,Blog Post - Tech News,1,0
2025-03-21,2808,90.80.122.253,0,project management,3840,Partners Page,0,0
2025-03-12,6994,170.95.239.25,0,,1536,Product Details,0,1
2025-05-20,5977,16.63.114.110,0,code review,1024,Careers,0,0
2025-08-04,2556,224.160.56.56,0,data visualization,1440,Product Details,0,0
2025-01-31,7014,110.209.70.202,3,agile methodology,1440,Order Confirmation,1,0
2024-12-15,4262,56.255.18.218,5,agile methodology,1440,Home Page,0,0
2025-07-21,5978,45.173.12.142,1,unit testing,1024,Pricing Plans,1,0
2025-08-01,6433,127.73.240.120,4,numpy arrays,1440,Shopping Cart,1,0
2025-11-20,5529,38.54.177.68,1,devops practices,1920,Shopping Cart,1,0
2025-11-22,8402,181.147.142.203,0,web development,1024,FAQ - Frequently Asked Questions,0,1
2025-08-13,8719,191.141.26.92,0,,1920,Events Calendar,0,0
2025-05-15,5485,71.111.162.149,2,python tutorial,1536,Blog Post - Tech News,1,1
2025-09-16,4853,26.40.254.32,0,web development,1024,Case Studies,1,1
2025-01-06,5731,106.144.170.108,0,snowflake tutorial,1920,News and Updates,0,0
2025-07-25,6530,45.152.142.60,0,,1024,About Us,1,0
2025-10-05,4664,190.71.162.143,4,data warehouse,1536,Checkout Page,0,0
2025-04-19,8339,170.22.207.52,4,kubernetes,768,Case Studies,0,0
2025-04-23,3523,64.13.36.27,3,microservices,1280,Checkout Page,0,0
2025-01-04,2902,148.132.80.212,4,project management,1440,Press Releases,1,0
2025-01-22,8536,70.165.52.151,0,software engineering,1920,Partners Page,0,1
2025-01-17,4100,68.195.138.169,1,data visualization,3840,Pricing Plans,1,0
2025-04-10,4884,12.9.15.84,5,cloud computing,1536,Terms of Service,0,0
2025-01-10,4517,7.119.209.106,3,data visualization,1440,Privacy Policy,0,0
2025-10-24,3055,58.34.243.71,3,,1024,Partners Page,0,1
2025-06-20,5950,186.131.240.162,1,data warehouse,1536,Privacy Policy,0,1
2025-01-31,6738,48.106.154.160,1,machine learning,1024,Checkout Page,1,0
2024-12-05,2225,131.249.20.157,2,database design,3840,Contact Information,0,0
2025-01-10,4772,95.172.197.174,1,project management,1280,News and Updates,0,0
2024-11-25,2594,242.60.176.223,0,business intelligence,1024,Terms of Service,0,1
2025-08-03,1110,229.221.129.123,2,computer vision,1280,Press Releases,0,1
2025-05-24,6352,154.7.62.175,4,data warehouse,3840,Home Page,0,0
2025-10-09,1008,85.246.151.20,2,pandas dataframe,1366,Events Calendar,0,0
2025-07-20,8880,105.129.18.12,3,web development,1920,Testimonials,0,0
2025-05-21,5347,245.164.223.193,3,computer vision,1024,FAQ - Frequently Asked Questions,0,0
2024-12-09,9667,147.219.87.120,3,neural networks,2560,Pricing Plans,0,0
2025-06-20,1400,163.59.25.25,5,,1366,Case Studies,1,0
2025-04-15,7035,244.27.133.168,1,big data,1920,Press Releases,0,1
2025-10-04,8739,42.3.193.144,1,kubernetes,1280,Community Forum,0,1
2025-01-27,4568,160.225.243.49,1,sql queries,1440,Partners Page,0,0
2025-05-25,8789,212.185.245.218,3,neural networks,1920,Home Page,0,0
2025-06-12,7174,248.222.70.138,2,computer vision,2560,Careers,0,0
2025-05-03,5975,164.9.72.125,0,agile methodology,3840,Partners Page,0,1
2024-11-26,9174,71.150.140.240,1,snowflake tutorial,1280,Home Page,0,0
2025-07-26,9774,51.77.0.116,4,,1024,Terms of Service,0,0
2025-01-30,4574,39.14.212.44,3,sql queries,1440,Partners Page,0,0
2025-01-21,9567,25.62.170.135,4,sql queries,1024,Tutorial: Getting Started,1,1
2025-04-26,5538,180.28.210.110,1,agile methodology,768,User Dashboard,0,0
2025-04-25,3539,58.225.58.22,4,software engineering,1920,Case Studies,0,0
2024-12-22,3902,233.172.80.156,2,data warehouse,1920,Privacy Policy,0,0
2025-06-16,1592,67.136.59.163,0,api development,2560,Blog Post - Tech News,0,0
2025-01-16,7875,1.194.227.233,3,computer vision,1440,Home Page,0,0
2025-06-11,5515,71.81.228.64,5,kubernetes,1536,Terms of Service,0,0
2025-08-30,9272,71.159.156.132,5,data science,2560,Product Catalog,0,0
2025-05-05,5933,38.211.29.168,2,big data,1280,Product Catalog,0,1
2025-03-23,6588,93.112.139.217,2,software engineering,768,FAQ - Frequently Asked Questions,0,0
2025-09-25,1712,14.66.163.66,2,unit testing,1024,Features Overview,0,0
2025-07-29,8518,3.32.13.197,2,docker containers,1920,News and Updates,1,0
2025-11-04,8710,200.67.176.1,0,data warehouse,768,Tutorial: Getting Started,0,0
2025-05-15,9099,161.11.109.17,3,deep learning,768,About Us,1,0
2025-01-23,5185,43.117.74.81,3,python tutorial,1920,Documentation,1,0
2025-09-27,1757,151.78.47.210,2,agile methodology,2560,Customer Reviews,1,0
2025-10-09,8338,144.5.199.229,2,data warehouse,768,Pricing Plans,0,0
2025-01-23,8220,1.235.239.34,2,snowflake tutorial,1440,FAQ - Frequently Asked Questions,1,0
2025-03-23,8779,21.181.175.210,5,pandas dataframe,3840,Product Details,0,0
2025-02-17,3554,85.82.194.43,5,cloud computing,768,Careers,0,0
2025-01-15,7489,52.28.240.190,1,database design,1920,Partners Page,0,1
2025-06-16,2534,49.210.200.235,4,data science,1366,Account Settings,0,0
2024-12-16,3730,142.251.147.145,1,project management,1920,Pricing Plans,0,0
2025-07-19,1809,243.120.90.166,3,deep learning,1280,News and Updates,0,1
2025-01-24,8516,229.32.10.128,2,sql queries,2560,Product Catalog,0,0
2025-11-03,2566,231.21.109.202,3,artificial intelligence,1366,Community Forum,0,0
2024-12-21,4358,187.149.131.90,0,deep learning,1280,Partners Page,0,1
2025-03-23,4928,11.114.141.5,0,pandas dataframe,1536,Privacy Policy,0,1
2024-11-30,4004,131.69.139.123,4,devops practices,1024,Testimonials,1,1
2025-05-17,5423,158.26.111.26,0,cloud computing,1024,Partners Page,0,0
2024-12-25,7208,16.198.33.200,4,business intelligence,3840,Blog Post - Tech News,1,0
2025-06-23,9852,32.164.130.209,2,,1536,Product Catalog,0,0
2024-11-24,2445,139.35.194.151,4,software engineering,1280,Case Studies,0,0
2025-08-17,5223,45.158.126.43,2,sql queries,1366,Events Calendar,1,0
2025-03-19,6271,85.78.226.128,5,,1920,Product Catalog,0,0
2025-05-14,6970,53.81.160.186,3,cloud computing,1280,Customer Reviews,0,1
2025-06-29,9764,29.192.50.36,2,sql queries,1024,Terms of Service,0,0
2024-11-30,4339,70.230.31.128,4,kubernetes,768,User Dashboard,0,0
2025-07-23,4430,146.180.235.227,5,unit testing,2560,Customer Reviews,1,0
2024-12-03,7098,89.101.15.174,2,,1440,News and Updates,0,1
2025-10-17,1195,124.182.181.0,5,data visualization,768,Community Forum,0,0
2025-03-06,7205,173.163.175.226,5,numpy arrays,1440,Tutorial: Getting Started,0,0
2025-07-24,1582,224.196.18.19,4,data visualization,1366,Checkout Page,1,0
2025-03-23,3768,78.167.120.150,4,software engineering,768,Order Confirmation,0,0
2025-08-13,5087,216.109.168.24,4,,2560,Home Page,0,0
2025-08-24,7103,235.140.24.238,0,computer vision,1280,Careers,0,1
2025-11-07,2532,175.120.182.206,4,devops practices,1920,Account Settings,1,0
2025-03-26,8877,248.188.4.202,1,unit testing,1920,Pricing Plans,0,0
2025-03-14,3279,191.109.143.192,0,python tutorial,2560,Careers,0,0
2024-12-13,1444,191.30.147.152,1,python tutorial,1440,Pricing Plans,0,0
2025-01-18,1944,53.35.126.95,5,microservices,1536,Case Studies,0,1
2025-10-17,6199,129.202.68.137,2,business intelligence,1280,Account Settings,0,0
2025-10-17,9218,105.111.207.113,1,web development,1024,Shopping Cart,1,0
2025-04-04,4564,67.207.174.101,1,pandas dataframe,2560,News and Updates,0,0
2025-02-09,9644,188.109.193.60,4,,3840,Tutorial: Getting Started,1,1
2025-01-31,3675,128.171.2.76,3,natural language processing,1280,Tutorial: Getting Started,1,0
2025-02-16,2058,254.113.212.120,3,kubernetes,1024,Case Studies,0,0
